pokemon_id,Red,Blue,Yellow,Gold,Silver,Crystal,Ruby,Sapphire,Emerald,FireRed,LeafGreen,Diamond,Pearl,Platinum,HeartGold,SoulSilver,Black,White,Black 2,White 2,X,Y,Omega Ruby,Alpha Sapphire,Sun,Moon,Ultra Sun,Ultra Moon,Sword,Shield,Brilliant Diamond,Shining Pearl,Legends: Arceus
22,"Route 17, Route 18, Route 23","Route 17, Route 18, Route 23","Route 9, Route 16, Route 17, Route 18, Route 23","Route 9, Route 10, Route 16, Route 17, Route 18, Route 22","Route 9, Route 10, Route 16, Route 17, Route 18, Route 22","Route 42, Route 9, Route 10, Route 16, Route 17, Route 18, Route 22",Trade from FireRed/LeafGreen/XD,Trade from FireRed/LeafGreen/XD,Trade from FireRed/LeafGreen/XD,"Routes 17, 18, 23, Treasure Beach, Kindle Road, Mt. Ember, Cape Brink, Water Path, Ruin Valley, Canyon Entrance, Seavault Canyon","Routes 17, 18, 23, Treasure Beach, Kindle Road, Mt. Ember, Cape Brink, Water Path, Ruin Valley, Canyon Entrance, Seavault Canyon","Routes 225, 226 & 227 , Stark Mountain","Routes 225, 226 & 227 , Stark Mountain","Route 225, Route 226, Route 227, Stark Mountain","Route 9, Route 10, Route 16, Route 17, Route 18, Route 22, Route 47, Route 48 , Safari Zone","Route 9, Route 10, Route 16, Route 17, Route 18, Route 22, Route 47, Route 48 , Safari Zone",Route 15,Route 15,Route 15 (Swarm),Route 15 (Swarm),Victory Road,Victory Road,Trade from X & Y,Trade from X & Y,"Route 10 , Route 17 , Mount Hokulani , Poni Plains","Route 10 , Route 17 , Mount Hokulani , Poni Plains","Route 10 , Route 17 , Mount Hokulani , Poni Plains","Route 10 , Route 17 , Mount Hokulani , Poni Plains",Not found in Sword,Not found in Shield,"Route 225 , Route 226 , Route 227 , Stark Mountain","Route 225 , Route 226 , Route 227 , Stark Mountain",Not found in Legends Arceus
23,"Route 4, Route 8, Route 9, Route 10, Route 11, Route 23",Trade from Red,Trade from Red,Goldenrod City Game Corner,"Route 32, Route 33, Route 3, Route 4","Route 32, Route 33, Route 42, Route 44, Route 3, Route 4, Route 26, Route 27",Trade from FireRed,Trade from FireRed,Trade from FireRed,"Routes 4, 8, 9, 10, 11, 22 & 23",Trade from FireRed,Route 212-South FR Inserted into DS,Route 212-South FR Inserted into DS,Route 212 South (FireRed Inserted),Safari Zone,"Route 3, Route 4, Route 32, Route 33, Route 37, Route 37 , Safari Zone",None. PokéTransfer or Dream World,None. PokéTransfer or Dream World,Trade Required,Trade Required,"Route 14,",Route 14,Trade from X & Y,Trade from X & Y,Trade from Ultra Sun/Ultra Moon,Trade from Ultra Sun/Ultra Moon,Route 2,Route 2,Not found in Sword,Not found in Shield,Grand Underground,Trade from Pokémon Brilliant Diamond,Not found in Legends Arceus
24,"Route 23, Cerulean Cave",Trade from Red,Trade from Red,Evolve Ekans,"Route 3, Route 4, Route 26, Route 27","Route 42, Mt. Silver, Route 3, Route 4, Route 26, Route 27, Route 28",Trade from FireRed/XD,Trade from FireRed/XD,Trade from FireRed/XD,Route 23 & Victory Road,Trade from FireRed/XD,Safari Game FR Inserted into DS,Safari Game FR Inserted into DS,Great Marsh (FireRed Inserted),Safari Zone,"Route 3, Route 4, Route 26, Route 27 , Safari Zone",None. PokéTransfer or Dream World,None. PokéTransfer or Dream World,Trade Required,Trade Required,Route 19,Route 19,Trade from X & Y,Trade from X & Y,Trade from Ultra Sun/Ultra Moon,Trade from Ultra Sun/Ultra Moon,Evolve Ekans,Evolve Ekans,Not found in Sword,Not found in Shield,Evolve Ekans,Trade from Pokémon Brilliant Diamond,Not found in Legends Arceus
25,"Viridian Forest, Power Plant","Viridian Forest, Power Plant",Starter Pokémon,Route 2,Route 2,Route 2,Safari Zone; SouthWest & SouthEast,Safari Zone; SouthWest & SouthEast,Safari Zone; SouthWest & SouthEast,Viridian Forest & Power Plant,Viridian Forest & Power Plant,Trophy Garden,Trophy Garden,Trophy Garden,Viridian Forest,Viridian Forest,None. PokéTransfer or Dream World,None. PokéTransfer or Dream World,Trade Required,Trade Required,"Route 3, Santalune Forest , Friend Safari","Route 3, Santalune Forest , Friend Safari",Safari Zone,Safari Zone,"Route 1 (SOS Only), Hau'oli City (SOS Only)","Route 1 (SOS Only), Hau'oli City (SOS Only)",Route 1 (SOS Only),Route 1 (SOS Only),"Route 4 , Rolling Fields , Stony Wilderness , Max Raid Battles: Giant's Cap , Giant's Mirror , Hammerlocke Hills , Lake of Outrage , Motostoke Riverbank","Route 4 , Rolling Fields , Stony Wilderness , Max Raid Battles: Giant's Cap , Giant's Mirror , Hammerlocke Hills , Lake of Outrage , Motostoke Riverbank",Trophy Garden,Trophy Garden,"Obsidian Fieldlands : Nature's Pantry or nearby , Crimson Mirelands : Golden Lowlands or nearby , Cobalt Coastlands : Windbreak Stand or nearby , Obsidian Fieldlands : Massive Mass Outbreak"
26,Cerulean Cave,"Cerulean Cave, Power Plant","Trade from Red, Green or Blue",Evolve Pikachu,Evolve Pikachu,Evolve Pikachu,Evolve Pikachu,Evolve Pikachu,Evolve Pikachu,Evolve Pikachu,Evolve Pikachu,Evolve from Pikachu,Evolve from Pikachu,Evolve Pikachu,Evolve Pikachu,Evolve Pikachu,None. PokéTransfer or Dream World,None. PokéTransfer or Dream World,Trade Required,Trade Required,Evolve Pikachu,Evolve Pikachu,Evolve Pikachu,Evolve Pikachu,Evolve Pikachu,Evolve Pikachu,Evolve Pikachu,Evolve Pikachu,"Max Raid Battles: Giant's Cap , Motostoke Riverbank","Max Raid Battles: Giant's Cap , Motostoke Riverbank",Evolve Pikachu,Evolve Pikachu,"Crimson Mirelands : Golden Lowlands or nearby , Obsidian Fieldlands : Massive Mass Outbreak"
27,"Trade from Green, Blue or Yellow","Route 4, Route 8, Route 9, Route 10, Route 11, Route 23","Route 3, Route 4, Mt. Moon","Union Cave, Mt. Moon",Goldenrod Game Corner,"Union Cave, Route 3, Route 4, Mt. Moon",Route 113,Route 113,"Route 113, Desert, Mirage Tower",Must Trade from Ruby/Sapphire/Emerald/LeafGreen/XD,"Routes 4, 8, 9, 10, 11, 22 & 23",Wayward Cave LG Inserted into DS,Wayward Cave LG Inserted into DS,Wayward Cave (LeafGreen Inserted),"Union Cave, Mt. Moon , Safari Zone",Safari Zone,Breed Sandslash,Breed Sandslash,"Desert Resort, Relic Castle","Desert Resort, Relic Castle","Breed Sandslash , Friend Safari","Breed Sandslash , Friend Safari",Route 111,Route 111,Trade from Moon,"Mount Lanakila , Tapu Village",Trade from Moon/Ultra Moon,"Mount Lanakila , Tapu Village","Transfer from Pokémon HOME or Trade with players with Expansion Pass , Max Raid Battles","Transfer from Pokémon HOME or Trade with players with Expansion Pass , Max Raid Battles",Trade from Pokémon Shining Pearl,Grand Underground,Not found in Legends Arceus
28,"Trade from Green, Blue or Yellow","Route 23, Cerulean Cave",Cerulean Cave,"Route 26, Route 27, Mt. Moon",Evolve Sandshrew,"Route 26, Victory Road",Evolve Sandshrew,Evolve Sandshrew,Evolve Sandshrew,Must Trade from Ruby/Sapphire/Emerald/LeafGreen/XD,Route 23 & Victory Road,Route 228 LG Inserted into DS,Route 228 LG Inserted into DS,Route 228 (LeafGreen Inserted),"Route 26, Route 27, Mt. Moon , Safari Zone",Safari Zone,Relic Castle,Relic Castle,"Route 15, Relic Castle","Route 15, Relic Castle","Route 18, Terminus Cave","Route 18, Terminus Cave",Evolve Sandshrew,Evolve Sandshrew,Trade from Moon,Evolve Sandshrew,Trade from Moon/Ultra Moon,Evolve Sandshrew,"Transfer from Pokémon HOME or Trade with players with Expansion Pass , Max Raid Battles","Transfer from Pokémon HOME or Trade with players with Expansion Pass , Max Raid Battles",Trade from Pokémon Shining Pearl,Grand Underground,Not found in Legends Arceus
29,"Route 22, Safari Zone","Route 22, Safari Zone","Route 2, Route 9, Route 10, Route 22, Safari Zone","Route 35, Route 36","Route 35, Route 36",National Park,Trade from FireRed/LeafGreen,Trade from FireRed/LeafGreen,Trade from FireRed/LeafGreen,"Route 3, Safari Zone Areas 1 & 2","Route 3, Safari Zone Areas 1, 2 & 3",Route 201,Route 201,Route 201 (PokeRadar),"Route 35, Route 36 , Safari Zone","Route 35, Route 36 , Safari Zone",Trade from White,White Forest,Hidden Grotto - Route 2,Hidden Grotto - Route 2,Route 11,Route 11,Trade from X & Y,Trade from X & Y,Transfer required,Transfer required,Transfer required,Transfer required,Not found in Sword,Not found in Shield,Not found in Brilliant Diamond,Not found in Shining Pearl,Not found in Legends Arceus
30,Safari Zone,Safari Zone,"Route 9, Route 23, Safari Zone","Route 13, Route 14, Route 15","Route 13, Route 14, Route 15","Route 13, Route 14, Route 15",Trade from FireRed/LeafGreen,Trade from FireRed/LeafGreen,Trade from FireRed/LeafGreen,Safari Zone Area 2,"Safari Zone Areas 1, 2 & 3","Route 221 , Lake Valor","Route 221 , Lake Valor",Route 221 (PokeRadar),"Route 13, Route 14, Route 15 , Safari Zone","Route 13, Route 14, Route 15 , Safari Zone",Trade from White,Evolve Nidoran,Evolve Nidoran,Evolve Nidoran,Route 11,Route 11,Trade from X & Y,Trade from X & Y,Transfer required,Transfer required,Transfer required,Transfer required,"Transfer from Pokémon HOME or Trade with players with Expansion Pass , Max Raid Battles","Transfer from Pokémon HOME or Trade with players with Expansion Pass , Max Raid Battles","Route 221 , Valor Lakefront , Grand Underground","Route 221 , Valor Lakefront , Grand Underground",Not found in Legends Arceus
31,Evolve Nidorina,Evolve Nidorina,Evolve Nidorina,Evolve Nidorina,Evolve Nidorina,Evolve Nidorina,Trade from FireRed/LeafGreen,Trade from FireRed/LeafGreen,Trade from FireRed/LeafGreen,Evolve Nidorina,Evolve Nidorina,Evolve from Nidorina,Evolve from Nidorina,Evolve Nidorina,Evolve Nidorina,Evolve Nidorina,Trade from White,Evolve Nidorina,Evolve Nidorina,Evolve Nidorina,Evolve Nidorina,Evolve Nidorina,Trade from X & Y,Trade from X & Y,Transfer required,Transfer required,Transfer required,Transfer required,"Transfer from Pokémon HOME or Trade with players with Expansion Pass , Max Raid Battles","Transfer from Pokémon HOME or Trade with players with Expansion Pass , Max Raid Battles",Evolve Nidorina,Evolve Nidorina,Not found in Legends Arceus
32,"Route 22, Safari Zone","Route 22, Safari Zone","Route 2, Route 9, Route 10, Route 22, Safari Zone","Route 35, Route 36","Route 35, Route 36",National Park,Trade from FireRed/LeafGreen,Trade from FireRed/LeafGreen,Trade from FireRed/LeafGreen,"Route 3, Safari Zone Areas 1, 2 & 3","Route 3, Safari Zone Areas 1 & 3",Route 201,Route 201,Route 201 (PokeRadar),"Route 35, Route 36 , Safari Zone","Route 35, Route 36 , Safari Zone",Trade from White,White Forest,Hidden Grotto - Route 2,Hidden Grotto - Route 2,Route 11,Route 11,Trade from X & Y,Trade from X & Y,Transfer required,Transfer required,Transfer required,Transfer required,Not found in Sword,Not found in Shield,Not found in Brilliant Diamond,Not found in Shining Pearl,Not found in Legends Arceus
33,Safari Zone,Safari Zone,"Route 9, Route 23, Safari Zone","Route 13, Route 14, Route 15","Route 13, Route 14, Route 15","Route 13, Route 14, Route 15",Trade from FireRed/LeafGreen,Trade from FireRed/LeafGreen,Trade from FireRed/LeafGreen,"Safari Zone Areas 1, 2 & 3",Safari Zone Area 2,"Route 221 , Lake Valor","Route 221 , Lake Valor",Route 221 (PokeRadar),"Route 13, Route 14, Route 15 , Safari Zone","Route 13, Route 14, Route 15 , Safari Zone",Trade from White,Evolve Nidoran,Evolve Nidoran,Evolve Nidoran,Route 11,Route 11,Trade from X & Y,Trade from X & Y,Transfer required,Transfer required,Transfer required,Transfer required,"Transfer from Pokémon HOME or Trade with players with Expansion Pass , Max Raid Battles","Transfer from Pokémon HOME or Trade with players with Expansion Pass , Max Raid Battles","Route 221 , Valor Lakefront , Grand Underground","Route 221 , Valor Lakefront , Grand Underground",Not found in Legends Arceus
34,Evolve Nidorino,Evolve Nidorino,Evolve Nidorino,Evolve Nidorino,Evolve Nidorino,Evolve Nidorino,Trade from FireRed/LeafGreen,Trade from FireRed/LeafGreen,Trade from FireRed/LeafGreen,Evolve Nidorino,Evolve Nidorino,Evolve from Nidorino,Evolve from Nidorino,Evolve Nidorino,Evolve Nidorino,Evolve Nidorino,Trade from White,Evolve Nidorino,Evolve Nidorino,Evolve Nidorino,Evolve Nidorino,Evolve Nidorino,Trade from X & Y,Trade from X & Y,Transfer required,Transfer required,Transfer required,Transfer required,"Transfer from Pokémon HOME or Trade with players with Expansion Pass , Max Raid Battles","Transfer from Pokémon HOME or Trade with players with Expansion Pass , Max Raid Battles",Evolve Nidorino,Evolve Nidorino,Not found in Legends Arceus
35,Mt. Moon,Mt. Moon,Mt. Moon,Mt. Moon,Mt. Moon,"Route 3, Route 4, Mt. Moon",Trade from FireRed/LeafGreen,Trade from FireRed/LeafGreen,Trade from FireRed/LeafGreen,Mt. Moon 1st Floor & Basement 2,Mt. Moon 1st Floor & Basement 2,"Mt. Coronet , Mansion Pokémon","Mt. Coronet , Mansion Pokémon","Mt. Coronet, Trophy Garden (Daily Pokémon)","Mt. Moon , Safari Zone","Mt. Moon , Safari Zone",Giant Chasm,Giant Chasm,"Giant Chasm , Hidden Grotto - Giant Chasm","Giant Chasm , Hidden Grotto - Giant Chasm",Friend Safari,Friend Safari,"Route 115, Meteor Falls","Route 115, Meteor Falls",Mount Hokulani (SOS Only),Mount Hokulani (SOS Only),Mount Hokulani (SOS Only),Mount Hokulani (SOS Only),"Giant's Cap , Motostoke Riverbank , Max Raid Battles: Bridge Field , Hammerlocke Hills , Lake of Outrage , Rolling Fields","Giant's Cap , Motostoke Riverbank , Max Raid Battles: Bridge Field , Hammerlocke Hills , Lake of Outrage , Rolling Fields","Mt. Coronet , Trophy Garden","Mt. Coronet , Trophy Garden","Coronet Highlands : Fabled Spring or nearby , Cobalt Coastlands : Massive Mass Outbreak , Coronet Highlands : Massive Mass Outbreak"
36,Evolve Clefairy,Evolve Clefairy,Evolve Clefairy,Evolve Clefairy,Evolve Clefairy,Evolve Clefairy,Trade from FireRed/LeafGreen,Trade from FireRed/LeafGreen,Trade from FireRed/LeafGreen,Evolve Clefairy,Evolve Clefairy,Evolve from Clefairy,Evolve from Clefairy,Evolve Clefairy,Evolve Clefairy,Evolve Clefairy,Giant Chasm,Giant Chasm,Giant Chasm,Giant Chasm,Evolve Clefairy,Evolve Clefairy,Evolve Clefairy,Evolve Clefairy,Evolve Clefairy,Evolve Clefairy,Evolve Clefairy,Evolve Clefairy,"Motostoke Riverbank , Max Raid Battles: Bridge Field , Hammerlocke Hills , Lake of Outrage , Rolling Fields","Motostoke Riverbank , Max Raid Battles: Bridge Field , Hammerlocke Hills , Lake of Outrage , Rolling Fields",Evolve Clefairy,Evolve Clefairy,"Coronet Highlands : Fabled Spring or nearby , Coronet Highlands : Massive Mass Outbreak"
37,"Trade from Green, Blue or Yellow","Route 7, Route 8, Pokémon Mansion",Celadon City Game Corner Prize,Trade from Silver/Crystal,"Route 36, Route 37, Route 7, Route 8",Trade from Silver,Mt. Pyre Grass,Mt. Pyre Grass,Mt. Pyre Grass,Trade from Ruby/Sapphire/Emerald/LeafGreen/XD,"Routes 7 & 8, Pokémon Mansion Floors 1, 2, 3 & Basement",Route 209 LG Inserted into DS,Route 209 LG Inserted into DS,"Route 209, Route 214 (LeafGreen Inserted)",Trade from DPtSS,"Route 7, Route 8, Route 37, Route 36, Route 37, Route 48",Abundant Shrine,Abundant Shrine,"Abundant Shrine , Hidden Grotto - Abundant Shrine","Abundant Shrine , Hidden Grotto - Abundant Shrine",Breed Ninetales,Breed Ninetales,Mt. Pyre,Mt. Pyre,"Mount Lanakila , Tapu Village",Trade from Sun,"Mount Lanakila , Tapu Village",Trade from Sun/Ultra Sun,"Route 3 , Axew's Eye , Dappled Grove , East Lake Axewell , Giant's Seat , Motostoke , North Lake Miloch , Rolling Fields , South Lake Miloch , Watchtower Ruins , West Lake Axewell , Max Raid Battles: Dusty Bowl , Giant's Cap , Hammerlocke Hills , Lake of Outrage , Stony Wilderness","Dusty Bowl , Hammerlocke Hills , Motostoke",Trade from Pokémon Shining Pearl,Grand Underground,"Cobalt Coastlands : Veilstone Cape or nearby , Cobalt Coastlands : Massive Mass Outbreak , Alabaster Icelands : Massive Mass Outbreak"
38,"Trade from Green, Blue or Yellow",Evolve Vulpix,Evolve Vulpix,Trade from Silver/Crystal,Evolve Vulpix,Trade from Silver,Evolve Vulpix,Evolve Vulpix,Evolve Vulpix,Trade from Ruby/Sapphire/Emerald/LeafGreen/XD,Evolve Vulpix,Evolve from Vulpix,Evolve from Vulpix,Evolve Vulpix,Trade from DPt,Evolve Vulpix,Abundant Shrine,Abundant Shrine,Abundant Shrine,Abundant Shrine,Friend Safari,Friend Safari,Evolve Vulpix,Evolve Vulpix,Evolve Vulpix,Trade from Sun,Evolve Vulpix,Trade from Sun/Ultra Sun,"Lake of Outrage , Max Raid Battles: Dusty Bowl , Giant's Cap , Hammerlocke Hills , Lake of Outrage , Stony Wilderness",Max Raid Battles: Giant's Cap,Trade from Pokémon Shining Pearl,Evolve Vulpix,"Cobalt Coastlands : Firespit Island or nearby , Cobalt Coastlands : Massive Mass Outbreak , Alabaster Icelands : Massive Mass Outbreak"
39,Route 3,Route 3,"Route 5, Route 6, Route 7, Route 8","Route 46, Route 3, Route 4","Route 46, Route 3, Route 4","Route 34, Route 35, Route 5, Route 6, Route 7, Route 8",Route 115,Route 115,Route 115,Route 3,Route 3,Trophy Garden,Trophy Garden,Trophy Garden (Daily Pokémon),"Route 3, Route 4 , Safari Zone","Route 3, Route 4 , Safari Zone",Route 14,Route 14,"Route 1, Route 2, Dreamyard","Route 1, Route 2, Dreamyard","Route 20, Pokémon Village , Friend Safari","Route 20, Pokémon Village , Friend Safari",Route 115,Route 115,"Route 4 (SOS Only), Route 6 (SOS Only)","Route 4 (SOS Only), Route 6 (SOS Only)","Route 4 (SOS Only), Route 6 (SOS Only)","Route 4 (SOS Only), Route 6 (SOS Only)","Transfer from Pokémon HOME or Trade with players with Expansion Pass , Max Raid Battles","Transfer from Pokémon HOME or Trade with players with Expansion Pass , Max Raid Battles",Trophy Garden,Trophy Garden,Not found in Legends Arceus
40,Cerulean Cave,Cerulean Cave,Evolve Jigglypuff,Evolve Jigglypuff,Evolve Jigglypuff,Evolve Jigglypuff,Evolve Jigglypuff,Evolve Jigglypuff,Evolve Jigglypuff,Evolve Jigglypuff,Evolve Jigglypuff,Evolve from Jigglypuff,Evolve from Jigglypuff,Evolve Jigglypuff,Evolve Jigglypuff,Evolve Jigglypuff,Route 14,Route 14,"Route 1, Route 2, Dreamyard","Route 1, Route 2, Dreamyard",Evolve Jigglypuff,Evolve Jigglypuff,Evolve Jigglypuff,Evolve Jigglypuff,Evolve Jigglypuff,Evolve Jigglypuff,Evolve Jigglypuff,Evolve Jigglypuff,"Transfer from Pokémon HOME or Trade with players with Expansion Pass , Max Raid Battles","Transfer from Pokémon HOME or Trade with players with Expansion Pass , Max Raid Battles",Evolve Jigglypuff,Evolve Jigglypuff,Not found in Legends Arceus
41,"Mt. Moon, Rock Tunnel, Seafoam Islands, Victory Road","Mt. Moon, Rock Tunnel, Seafoam Islands, Victory Road","Mt. Moon, Rock Tunnel, Seafoam Islands, Victory Road","Route 32, Route 33, Route 42, Slowpoke Well, Union Cave, Ilex Forest, Mt. Mortar, Burned Tower, Dark Cave, Whirl Islands, Ice Path, Route 3, Route 4, Mt. Moon, Rock Tunnel, Tohjo Falls","Route 32, Route 33, Route 42, Slowpoke Well, Union Cave, Ilex Forest, Mt. Mortar, Burned Tower, Dark Cave, Whirl Islands, Ice Path, Route 3, Route 4, Mt. Moon, Rock Tunnel, Tohjo Falls","Route 30, Route 31, Route 32, Route 33, Route 42, Slowpoke Well, Union Cave, Mt. Mortar, Burned Tower, Dark Cave, Whirl Islands, Ice Path, Route 3, Route 4, Route 9, Route 10, Mt. Moon, Rock Tunnel, Tohjo Falls","Cave of Origin Entrance & Floors 1 & Basements 1, 2 & 3, Granite Cave Floors 1 & Basement 1 & 2, Meteor Falls Entrance, Seafloor Cavern, Shoal Cave, Victory Road Floor 1","Cave of Origin Entrance & Floors 1 & Basements 1, 2 & 3, Granite Cave Floors 1 & Basement 1 & 2, Meteor Falls Entrance, Seafloor Cavern, Shoal Cave, Victory Road Floor 1","Altering Cave, Cave of Origin Entrance & Floors 1 & Basements 1, 2 & 3, Granite Cave Floors 1 & Basement 1 & 2, Meteor Falls Entrance, Seafloor Cavern, Shoal Cave, Victory Road Floor 1","Altering Cave, Icefall Cave Floors 1 & Basement, Lost Cave, Mt. Moon Floor 1 & Basement 2, Rock Tunnel Floor 1 & Basement 1, Seafoam Island Floor 1 & Basements 1, 2 & 3, Victory Road Floors 1, 2 & 3","Altering Cave, Icefall Cave Floors 1 & Basement, Lost Cave, Mt. Moon Floor 1 & Basement 2, Rock Tunnel Floor 1 & Basement 1, Seafoam Island Floor 1 & Basements 1, 2 & 3, Victory Road Floors 1, 2 & 3","Iron Mountain, Deserted Escape Path, Oreburgh Gate, Oreburgh Mine, Wayward Cave, Mt. Coronet, Lost Tower (All Day) , Route 203, Route 204, Route 206, Route 207, Route 208, Route 209, Route 211, Route 216, Route 217, Lake Acuity Surroundings, (Night)","Iron Mountain, Deserted Escape Path, Oreburgh Gate, Oreburgh Mine, Wayward Cave, Mt. Coronet, Lost Tower (All Day) , Route 203, Route 204, Route 206, Route 207, Route 208, Route 209, Route 211, Route 216, Route 217, Lake Acuity Surroundings, (Night)","Route 203, Route 204, Route 206, Route 207, Route 208, Route 209, Route 211, Route 214, Route 216 (Night) , Ravaged Path, Oreburgh Gate, Oreburgh Mine, Wayward Cave, Lost Tower, Iron Island, Mt. Coronet","Route 3, Route 4, Route 32, Route 33, Slowpoke Well, Union Cave, Ilex Forest, Mt. Mortar, Burnt Tower, Dark Cave, Whirl Islands, Ice Path, The Cliff Cave, Mt. Moon, Rock Tunnel, Seafoam Islands, Tohjo Falls , Safari Zone","Route 3, Route 4, Route 32, Route 33, Route 42, Slowpoke Well, Union Cave, Ilex Forest, Mt. Mortar, Burnt Tower, Dark Cave, Whirl Islands, Ice Path, The Cliff Cave, Mt. Moon, Rock Tunnel, Seafoam Islands, Tohjo Falls , Safari Zone",Breed Zubat,Breed Zubat,Castelia City Sewers,Castelia City Sewers,Connecting Cave,Connecting Cave,"Granite Cave, Cave of Origin","Granite Cave, Cave of Origin","Diglett's Tunnel , Hau'oli Cemetery , Lush Jungle , Memorial Hill , Seaward Cave , Ten Carat Hill , Verdant Cavern","Diglett's Tunnel , Hau'oli Cemetery , Lush Jungle , Memorial Hill , Seaward Cave , Ten Carat Hill , Verdant Cavern","Diglett's Tunnel , Hau'oli Cemetery , Memorial Hill , Seaward Cave , Ten Carat Hill , Verdant Cavern , Sandy Cave","Diglett's Tunnel , Hau'oli Cemetery , Memorial Hill , Seaward Cave , Ten Carat Hill , Verdant Cavern , Sandy Cave","Transfer from Pokémon HOME or Trade with players with Expansion Pass , Max Raid Battles","Transfer from Pokémon HOME or Trade with players with Expansion Pass , Max Raid Battles","Route 203 , Route 204 , Route 206 , Route 207 , Route 208 , Route 209 , Route 211 , Route 216 , Route 217 , Oreburgh Gate , Oreburgh Mine , Ravaged Path , Wayward Cave , Mt. Coronet , Lost Tower , Iron Island , Acuity Lakefront , Grand Underground","Route 203 , Route 204 , Route 206 , Route 207 , Route 208 , Route 209 , Route 211 , Route 216 , Route 217 , Oreburgh Gate , Oreburgh Mine , Ravaged Path , Wayward Cave , Mt. Coronet , Lost Tower , Iron Island , Acuity Lakefront , Grand Underground","Obsidian Fieldlands : Deertrack Path , Nature's Pantry , Heartwood , Oreburrow Tunnel or nearby , Crimson Mirelands : Bolderoll Slope , Diamond Heath , Cloudpool Ridge or nearby , Coronet Highlands : Heavenward Lookout , Wayward Cave or nearby , Alabaster Icelands : Snowpoint Temple or nearby , Obsidian Fieldlands : Massive Mass Outbreak"
