pokedex_number,name,generation,classification,abilities,height_m,weight_kg,type1,type2,base_total,hp,attack,defense,sp_attack,sp_defense,speed,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fighting,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,capture_rate,base_egg_steps,base_happiness,is_legendary,is_mythical,is_mega
366,Clamperl,3,Bivalve Pokemon,"['Shell Armor', 'Rattled']",0.4,52.5,Water,None,345,35,64,85,74,55,32,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,255,"5,140",70,0,0,0
367,Huntail,3,Deep Sea Pokemon,"['Swift Swim', 'Water Veil']",1.7,27,Water,None,485,55,104,105,94,75,52,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,60,"5,140",70,0,0,0
368,Gorebyss,3,South Sea Pokemon,"['Swift Swim', 'Hydration']",1.8,22.6,Water,None,485,55,84,105,114,75,52,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,60,"5,140",70,0,0,0
369,Relicanth,3,Longevity Pokemon,"['Swift Swim', 'Rock Head', 'Sturdy']",1,23.4,Water,Rock,485,100,90,130,45,65,55,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,25,"10,280",70,0,0,0
370,Luvdisc,3,Rendezvous Pokemon,"['Swift Swim', 'Hydration']",0.6,8.7,Water,None,330,43,30,55,40,65,97,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,225,"5,140",70,0,0,0
371,Bagon,3,Rock Head Pokemon,"['Rock Head', 'Sheer Force']",0.6,42.1,Dragon,None,300,45,75,60,40,30,50,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,45,"10,280",35,0,0,0
372,Shelgon,3,Endurance Pokemon,"['Rock Head', 'Overcoat']",1.1,110.5,Dragon,None,420,65,95,100,60,50,50,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,45,"10,280",35,0,0,0
373,Salamence,3,Dragon Pokemon,"['Intimidate', 'Moxie']",1.5,102.6,Dragon,Flying,600,95,135,80,110,80,100,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,45,"10,280",35,0,0,0
373,Mega Salamence,3,Dragon Pokemon,['Aerilate'],1.8,112.6,Dragon,Flying,700,95,145,130,120,90,120,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,45,"10,280",35,0,0,1
374,Beldum,3,Iron Ball Pokemon,"['Clear Body', 'Light Metal']",0.6,95.2,Steel,Psychic,300,40,55,80,35,60,30,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,3,"10,280",35,0,0,0
375,Metang,3,Iron Claw Pokemon,"['Clear Body', 'Light Metal']",1.2,202.5,Steel,Psychic,420,60,75,100,55,80,50,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,3,"10,280",35,0,0,0
376,Metagross,3,Iron Leg Pokemon,"['Clear Body', 'Light Metal']",1.6,550,Steel,Psychic,600,80,135,130,95,90,70,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,3,"10,280",35,0,0,0
376,Mega Metagross,3,Iron Leg Pokemon,['Tough Claws'],2.5,942.9,Steel,Psychic,700,80,145,150,105,110,110,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,3,"10,280",35,0,0,1
377,Regirock,3,Rock Peak Pokemon,"['Clear Body', 'Sturdy']",1.7,230,Rock,None,580,80,100,200,50,100,50,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,3,"20,560",35,1,0,0
378,Regice,3,Iceberg Pokemon,"['Clear Body', 'Ice Body']",1.8,175,Ice,None,580,80,50,100,100,200,50,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,3,"20,560",35,1,0,0
379,Registeel,3,Iron Pokemon,"['Clear Body', 'Light Metal']",1.9,205,Steel,None,580,80,75,150,75,150,50,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,3,"20,560",35,1,0,0
380,Latias,3,Eon Pokemon,['Levitate'],1.4,40,Dragon,Psychic,600,80,80,90,110,130,110,2,2,2,0.5,2,0.5,0.5,1,2,0.5,0,2,1,1,0.5,1,1,0.5,3,"30,840",90,1,0,0
380,Mega Latias,3,Eon Pokemon,['Levitate'],1.8,52,Dragon,Psychic,700,80,100,120,140,150,110,2,2,2,0.5,2,0.5,0.5,1,2,0.5,0,2,1,1,0.5,1,1,0.5,3,"30,840",90,1,0,1
381,Latios,3,Eon Pokemon,['Levitate'],2,60,Dragon,Psychic,600,80,90,80,130,110,110,2,2,2,0.5,2,0.5,0.5,1,2,0.5,0,2,1,1,0.5,1,1,0.5,3,"30,840",90,1,0,0
381,Mega Latios,3,Eon Pokemon,['Levitate'],2.3,70,Dragon,Psychic,700,80,130,100,160,120,110,2,2,2,0.5,2,0.5,0.5,1,2,0.5,0,2,1,1,0.5,1,1,0.5,3,"30,840",90,1,0,1
382,Kyogre,3,Sea Basin Pokemon,['Drizzle'],4.5,352,Water,None,670,100,100,90,150,140,90,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,3,"30,840",0,1,0,0
382,Primal Kyogre,3,Sea Basin Pokemon,['Primordial Sea'],9.8,430,Water,None,770,100,150,90,180,160,90,1,1,1,2,1,1,0,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5,"30,840",0,1,0,0
383,Groudon,3,Continent Pokemon,['Drought'],3.5,950,Ground,None,670,100,150,140,100,90,90,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,3,"30,840",0,1,0,0
383,Primal Groudon,3,Continent Pokemon,['Desolate Land'],5,999.7,Ground,Fire,770,100,180,160,150,90,90,0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,0,5,"30,840",0,1,0,0
384,Rayquaza,3,Sky High Pokemon,['Air Lock'],7,206.5,Dragon,Flying,680,105,150,90,150,90,95,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,45,"30,840",0,1,0,0
384,Mega Rayquaza,3,Sky High Pokemon,['Delta Stream'],10.8,392,Dragon,Flying,780,105,180,100,180,100,115,0.5,1,2,0.5,2,0.5,0.5,1,1,0.25,0,2,1,1,1,1,1,0.5,3,"30,840",0,1,0,1
385,Jirachi,3,Wish Pokemon,['Serene Grace'],0.3,1.1,Steel,Psychic,600,100,100,100,100,100,100,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,3,"30,840",100,0,1,0
386,Deoxys,3,DNA Pokemon,['Pressure'],1.7,60.8,Psychic,None,600,50,150,50,150,50,150,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,3,"30,840",0,0,1,0
386,Deoxys Attack Forme,3,DNA Pokemon,['Pressure'],1.7,60.8,Psychic,None,600,50,180,20,180,20,150,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,3,"30,840",0,0,1,0
386,Deoxys Defense Forme,3,DNA Pokemon,['Pressure'],1.7,60.8,Psychic,None,600,50,70,160,70,160,90,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,3,"30,840",0,0,1,0
386,Deoxys Speed Forme,3,DNA Pokemon,['Pressure'],1.7,60.8,Psychic,None,600,50,95,90,95,90,180,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,3,"30,840",0,0,1,0
387,Turtwig,4,Tiny Leaf Pokemon,"['Overgrow', 'Shell Armor']",0.4,10.2,Grass,None,318,55,68,64,45,55,31,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,45,"5,140",70,0,0,0
388,Grotle,4,Grove Pokemon,"['Overgrow', 'Shell Armor']",1.1,97,Grass,None,405,75,89,85,55,65,36,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,45,"5,140",70,0,0,0
389,Torterra,4,Continent Pokemon,"['Overgrow', 'Shell Armor']",2.2,310,Grass,Ground,525,95,109,105,75,85,56,2,1,1,0,1,1,2,2,1,1,0.5,4,1,1,1,0.5,1,1,45,"5,140",70,0,0,0
390,Chimchar,4,Chimp Pokemon,"['Blaze', 'Iron Fist']",0.5,6.2,Fire,None,309,44,58,44,58,44,61,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,45,"5,140",70,0,0,0
391,Monferno,4,Playful Pokemon,"['Blaze', 'Iron Fist']",0.9,22,Fire,Fighting,405,64,78,52,78,52,81,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,45,"5,140",70,0,0,0
392,Infernape,4,Flame Pokemon,"['Blaze', 'Iron Fist']",1.2,55,Fire,Fighting,534,76,104,71,104,71,108,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,45,"5,140",70,0,0,0
393,Piplup,4,Penguin Pokemon,"['Torrent', 'Defiant']",0.4,5.2,Water,None,314,53,51,53,61,56,40,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,45,"5,140",70,0,0,0
394,Prinplup,4,Penguin Pokemon,"['Torrent', 'Defiant']",0.8,23,Water,None,405,64,66,68,81,76,50,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,45,"5,140",70,0,0,0
395,Empoleon,4,Emperor Pokemon,"['Torrent', 'Defiant']",1.7,84.5,Water,Steel,530,84,86,88,111,101,60,0.5,1,0.5,2,0.5,2,1,0.5,1,1,2,0.25,0.5,0,0.5,0.5,0.25,0.5,45,"5,140",70,0,0,0
396,Starly,4,Starling Pokemon,"['Keen Eye', 'Reckless']",0.3,2,Normal,Flying,245,40,55,30,30,30,60,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,255,"3,855",70,0,0,0
397,Staravia,4,Starling Pokemon,"['Intimidate', 'Reckless']",0.6,15.5,Normal,Flying,340,55,75,50,40,40,80,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,120,"3,855",70,0,0,0
398,Staraptor,4,Predator Pokemon,"['Intimidate', 'Reckless']",1.2,24.9,Normal,Flying,485,85,120,70,50,60,100,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,45,"3,855",70,0,0,0
399,Bidoof,4,Plump Mouse Pokemon,"['Simple', 'Unaware', 'Moody']",0.5,20,Normal,None,250,59,45,40,35,40,31,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,255,"3,855",70,0,0,0
400,Bibarel,4,Beaver Pokemon,"['Simple', 'Unaware', 'Moody']",1,31.5,Normal,Water,410,79,85,60,55,60,71,1,1,1,2,1,2,0.5,1,0,2,1,0.5,1,1,1,1,0.5,0.5,127,"3,855",70,0,0,0
401,Kricketot,4,Cricket Pokemon,"['Shed Skin', 'Run Away']",0.3,2.2,Bug,None,194,37,25,41,25,41,25,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,255,"3,855",70,0,0,0
402,Kricketune,4,Cricket Pokemon,"['Swarm', 'Technician']",1,25.5,Bug,None,384,77,85,51,55,51,65,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,45,"3,855",70,0,0,0
403,Shinx,4,Flash Pokemon,"['Rivalry', 'Intimidate', 'Guts']",0.5,9.5,Electric,None,263,45,65,34,40,34,45,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,235,"5,140",70,0,0,0
404,Luxio,4,Spark Pokemon,"['Rivalry', 'Intimidate', 'Guts']",0.9,30.5,Electric,None,363,60,85,49,60,49,60,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,120,"5,140",100,0,0,0
405,Luxray,4,Gleam Eyes Pokemon,"['Rivalry', 'Intimidate', 'Guts']",1.4,42,Electric,None,523,80,120,79,95,79,70,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,45,"5,140",70,0,0,0
406,Budew,4,Bud Pokemon,"['Natural Cure', 'Poison Point', 'Leaf Guard']",0.2,1.2,Grass,Poison,280,40,30,35,50,70,55,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,255,"5,140",70,0,0,0
407,Roserade,4,Bouquet Pokemon,"['Natural Cure', 'Poison Point', 'Technician']",0.9,14.5,Grass,Poison,515,60,70,65,125,105,90,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,75,"5,140",70,0,0,0
408,Cranidos,4,Head Butt Pokemon,"['Mold Breaker', 'Sheer Force']",0.9,31.5,Rock,None,350,67,125,40,30,30,58,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,45,"7,710",70,0,0,0
409,Rampardos,4,Head Butt Pokemon,"['Mold Breaker', 'Sheer Force']",1.6,102.5,Rock,None,495,97,165,60,65,50,58,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,45,"7,710",70,0,0,0
410,Shieldon,4,Shield Pokemon,"['Sturdy', 'Soundproof']",0.5,57,Rock,Steel,350,30,42,118,42,88,30,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,45,"7,710",70,0,0,0
411,Bastiodon,4,Shield Pokemon,"['Sturdy', 'Soundproof']",1.3,149.5,Rock,Steel,495,60,52,168,47,138,30,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,45,"7,710",70,0,0,0
412,Burmy,4,Bagworm Pokemon,"['Shed Skin', 'Overcoat']",0.2,3.4,Bug,None,224,40,29,45,29,45,36,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,120,"3,855",70,0,0,0
413,Wormadam ,4,Bagworm Pokemon,"['Anticipation', 'Overcoat']",0.5,6.5,Bug,Ground,424,60,79,105,59,85,36,1,1,1,0,1,0.5,2,2,1,1,0.5,2,1,0.5,1,1,1,2,45,"3,855",70,0,0,0
414,Mothim,4,Moth Pokemon,"['Swarm', 'Tinted Lens']",0.9,23.3,Bug,Flying,424,70,94,50,94,50,66,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,45,"3,855",70,0,0,0
415,Combee,4,Tiny Bee Pokemon,"['Honey Gather', 'Hustle']",0.3,5.5,Bug,Flying,244,30,30,42,30,42,70,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,120,"3,855",70,0,0,0
416,Vespiquen,4,Beehive Pokemon,"['Pressure', 'Unnerve']",1.2,38.5,Bug,Flying,474,70,80,102,80,102,40,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,45,"3,855",70,0,0,0
417,Pachirisu,4,EleSquirrel Pokemon,"['Run Away', 'Pickup', 'Volt Absorb']",0.4,3.9,Electric,None,405,60,45,70,45,90,95,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,200,"2,570",100,0,0,0
418,Buizel,4,Sea Weasel Pokemon,"['Swift Swim', 'Water Veil']",0.7,29.5,Water,None,330,55,65,35,60,30,85,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,190,"5,140",70,0,0,0
419,Floatzel,4,Sea Weasel Pokemon,"['Swift Swim', 'Water Veil']",1.1,33.5,Water,None,495,85,105,55,85,50,115,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,75,"5,140",70,0,0,0
420,Cherubi,4,Cherry Pokemon,['Chlorophyll'],0.4,3.3,Grass,None,275,45,35,45,62,53,35,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,190,"5,140",70,0,0,0
421,Cherrim,4,Blossom Pokemon,['Flower Gift'],0.5,9.3,Grass,None,450,70,60,70,87,78,85,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,75,"5,140",70,0,0,0
422,Shellos,4,Sea Slug Pokemon,"['Sticky Hold', 'Storm Drain', 'Sand Force']",0.3,6.3,Water,None,325,76,48,48,57,62,34,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,190,"5,140",70,0,0,0
423,Gastrodon,4,Sea Slug Pokemon,"['Sticky Hold', 'Storm Drain', 'Sand Force']",0.9,29.9,Water,Ground,475,111,83,68,92,82,39,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,75,"5,140",70,0,0,0
424,Ambipom,4,Long Tail Pokemon,"['Technician', 'Pickup', 'Skill Link']",1.2,20.3,Normal,None,482,75,100,66,60,66,115,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,45,"5,140",100,0,0,0
425,Drifloon,4,Balloon Pokemon,"['Aftermath', 'Unburden', 'Flare Boost']",0.4,1.2,Ghost,Flying,348,90,50,34,60,44,70,0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,125,"7,710",70,0,0,0
426,Drifblim,4,Blimp Pokemon,"['Aftermath', 'Unburden', 'Flare Boost']",1.2,15,Ghost,Flying,498,150,80,44,90,54,80,0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,60,"7,710",70,0,0,0
427,Buneary,4,Rabbit Pokemon,"['Run Away', 'Klutz', 'Limber']",0.4,5.5,Normal,None,350,55,66,44,44,56,85,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,190,"5,140",0,0,0,0
428,Lopunny,4,Rabbit Pokemon,"['Cute Charm', 'Klutz', 'Limber']",1.2,33.3,Normal,None,480,65,76,84,54,96,105,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,"5,140",140,0,0,0
428,Mega Lopunny,4,Rabbit Pokemon,['Scrappy'],1.3,28.3,Normal,Fighting,580,65,136,94,54,96,135,0.5,0.5,1,1,2,2,1,2,0,1,1,1,1,1,2,0.5,1,1,60,"5,140",140,0,0,1
429,Mismagius,4,Magical Pokemon,['Levitate'],0.9,4.4,Ghost,None,495,60,60,60,105,105,105,0.5,2,1,1,1,0,1,1,2,1,0,1,0,0.5,1,1,1,1,45,"6,425",35,0,0,0
430,Honchkrow,4,Big Boss Pokemon,"['Insomnia', 'Super Luck', 'Moxie']",0.9,27.3,Dark,Flying,505,100,125,52,105,52,71,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,30,"5,140",35,0,0,0
431,Glameow,4,Catty Pokemon,"['Limber', 'Own Tempo', 'Keen Eye']",0.5,3.9,Normal,None,310,49,55,42,42,37,85,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,190,"5,140",70,0,0,0
432,Purugly,4,Tiger Cat Pokemon,"['Thick Fat', 'Own Tempo', 'Defiant']",1,43.8,Normal,None,452,71,82,64,64,59,112,1,1,1,1,1,2,0.5,1,0,1,1,0.5,1,1,1,1,1,1,75,"5,140",70,0,0,0
433,Chingling,4,Bell Pokemon,['Levitate'],0.2,0.6,Psychic,None,285,45,30,50,65,50,45,2,2,1,1,1,0.5,1,1,2,1,0,1,1,1,0.5,1,1,1,120,"6,425",70,0,0,0
434,Stunky,4,Skunk Pokemon,"['Stench', 'Aftermath', 'Keen Eye']",0.4,19.2,Poison,Dark,329,63,63,47,41,41,74,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,225,"5,140",70,0,0,0
435,Skuntank,4,Skunk Pokemon,"['Stench', 'Aftermath', 'Keen Eye']",1,38,Poison,Dark,479,103,93,67,71,61,84,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,60,"5,140",70,0,0,0
436,Bronzor,4,Bronze Pokemon,"['Levitate', 'Heatproof', 'Heavy Metal']",0.5,60.5,Steel,Psychic,300,57,24,86,24,86,23,1,2,0.5,1,0.5,1,2,0.5,2,0.5,0,0.5,0.5,0,0.25,0.5,0.5,1,255,"5,140",70,0,0,0
437,Bronzong,4,Bronze Bell Pokemon,"['Levitate', 'Heatproof', 'Heavy Metal']",1.3,187,Steel,Psychic,500,67,89,116,79,116,33,1,2,0.5,1,0.5,1,2,0.5,2,0.5,0,0.5,0.5,0,0.25,0.5,0.5,1,90,"5,140",70,0,0,0
438,Bonsly,4,Bonsai Pokemon,"['Sturdy', 'Rock Head', 'Rattled']",0.5,15,Rock,None,290,50,80,95,10,45,10,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,255,"5,140",70,0,0,0
439,MimeJr.,4,Mime Pokemon,"['Soundproof', 'Filter', 'Technician']",0.6,13,Psychic,Fairy,310,20,25,45,70,90,60,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,145,"6,425",70,0,0,0
440,Happiny,4,Playhouse Pokemon,"['Natural Cure', 'Serene Grace', 'Friend Guard']",0.6,24.4,Normal,None,220,100,5,5,15,65,30,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,130,"10,280",140,0,0,0
441,Chatot,4,Music Note Pokemon,"['Keen Eye', 'Tangled Feet', 'Big Pecks']",0.5,1.9,Normal,Flying,411,76,65,45,92,42,91,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,30,"5,140",35,0,0,0
442,Spiritomb,4,Forbidden Pokemon,"['Pressure', 'Infiltrator']",1,108,Ghost,Dark,485,50,92,108,92,108,35,1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1,100,"7,710",70,0,0,0
443,Gible,4,Land Shark Pokemon,"['Sand Veil', 'Rough Skin']",0.7,20.5,Dragon,Ground,300,58,70,45,40,45,42,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,45,"10,280",70,0,0,0
444,Gabite,4,Cave Pokemon,"['Sand Veil', 'Rough Skin']",1.4,56,Dragon,Ground,410,68,90,65,50,55,82,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,45,"10,280",70,0,0,0
445,Garchomp,4,Mach Pokemon,"['Sand Veil', 'Rough Skin']",1.9,95,Dragon,Ground,600,108,130,95,80,85,102,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,45,"10,280",70,0,0,0
445,Mega Garchomp,4,Mach Pokemon,['Sand Force'],1.9,95,Dragon,Ground,700,108,170,115,120,95,92,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,45,"10,280",70,0,0,0
446,Munchlax,4,Big Eater Pokemon,"['Pickup', 'Thick Fat', 'Gluttony']",0.6,105,Normal,None,390,135,85,40,40,85,5,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,"10,280",70,0,0,0
447,Riolu,4,Emanation Pokemon,"['Steadfast', 'Inner Focus', 'Prankster']",0.7,20.2,Fighting,None,285,40,70,40,35,40,60,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,75,"6,425",70,0,0,0
448,Lucario,4,Aura Pokemon,"['Steadfast', 'Inner Focus', 'Justified']",1.2,54,Fighting,Steel,525,70,110,70,115,70,90,0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1,45,"6,425",70,0,0,0
448,Mega Lucario,4,Aura Pokemon,['Adaptability'],1.3,57.5,Fighting,Steel,625,70,145,88,140,70,112,0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1,45,"6,425",70,0,0,1
449,Hippopotas,4,Hippo Pokemon,"['Sand Stream', 'Sand Force']",0.8,49.5,Ground,None,330,68,72,78,38,42,32,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,140,"7,710",70,0,0,0
450,Hippowdon,4,Heavyweight Pokemon,"['Sand Stream', 'Sand Force']",2,300,Ground,None,525,108,112,118,68,72,47,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,60,"7,710",70,0,0,0
451,Skorupi,4,Scorpion Pokemon,"['Battle Armor', 'Sniper', 'Keen Eye']",0.8,12,Poison,Bug,330,40,50,90,30,55,65,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,120,"5,140",70,0,0,0
452,Drapion,4,Ogre Scorp Pokemon,"['Battle Armor', 'Sniper', 'Keen Eye']",1.3,61.5,Poison,Dark,500,70,90,110,60,75,95,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,45,"5,140",70,0,0,0
453,Croagunk,4,Toxic Mouth Pokemon,"['Anticipation', 'Dry Skin', 'Poison Touch']",0.7,23,Poison,Fighting,300,48,61,40,61,40,50,0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1,140,"2,570",100,0,0,0
454,Toxicroak,4,Toxic Mouth Pokemon,"['Anticipation', 'Dry Skin', 'Poison Touch']",1.3,44.4,Poison,Fighting,490,83,106,65,86,65,85,0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1,75,"5,140",70,0,0,0
455,Carnivine,4,Bug Catcher Pokemon,['Levitate'],1.4,27,Grass,None,454,74,100,72,90,72,46,2,1,1,0.5,1,1,2,2,1,0.5,0,2,1,2,1,1,1,0.5,200,"6,425",70,0,0,0
456,Finneon,4,Wing Fish Pokemon,"['Swift Swim', 'Storm Drain', 'Water Veil']",0.4,7,Water,None,330,49,49,56,49,61,66,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,190,"5,140",70,0,0,0
457,Lumineon,4,Neon Pokemon,"['Swift Swim', 'Storm Drain', 'Water Veil']",1.2,24,Water,None,460,69,69,76,69,86,91,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,75,"5,140",70,0,0,0
458,Mantyke,4,Kite Pokemon,"['Swift Swim', 'Water Absorb', 'Water Veil']",1,65,Water,Flying,345,45,20,50,60,120,50,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,25,"6,425",70,0,0,0
459,Snover,4,Frost Tree Pokemon,"['Snow Warning', 'Soundproof']",1,50.5,Grass,Ice,334,60,62,50,62,60,40,2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5,120,"5,140",70,0,0,0
460,Abomasnow,4,Frost Tree Pokemon,"['Snow Warning', 'Soundproof']",2.2,135.5,Grass,Ice,494,90,92,75,92,85,60,2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5,60,"5,140",70,0,0,0
460,Mega Abomasnow,4,Frost Tree Pokemon,['Snow Warning'],2.7,185,Grass,Ice,594,90,132,105,132,105,30,2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5,60,"5,140",70,0,0,1
